symbol,name,sector,status,observations,median_daily_turnover
UFUK.IS,UFUK YATIRIM YÖNETİM VE GAYRİMENKUL A.Ş.,Other,PASS,1502,4131929.25
ULAS.IS,ULAŞLAR TURİZM ENERJİ TARIM GIDA VE İNŞAAT YATIRIMLARI A.Ş.,Other,PASS,1502,5555222.86332345
ULKER.IS,ÜLKER BİSKÜVİ SANAYİ A.Ş.,Other,PASS,1502,356428351.08935165
ULUFA.IS,ULUSAL FAKTORİNG A.Ş.,Other,PASS,1189,23716809.07432747
ULUSE.IS,ULUSOY ELEKTRİK İMALAT TAAHHÜT VE TİCARET A.Ş.,Other,PASS,1502,12939442.893302917
ULUUN.IS,ULUSOY UN SANAYİ VE TİCARET A.Ş.,Other,PASS,1503,47924264.14223373
UMPAS.IS,UMPAŞ HOLDİNG A.Ş.,Other,PASS,1506,0.0
UNLU.IS,ÜNLÜ YATIRIM HOLDİNG A.Ş.,Other,PASS,1296,20148438.343616962
USAK.IS,UŞAK SERAMİK SANAYİ A.Ş.,Other,PASS,1503,68616898.90686572
VAKBN.IS,TÜRKİYE VAKIFLAR BANKASI T.A.O.,Other,PASS,1502,618269147.4994106
VAKFN.IS,VAKIF FİNANSAL KİRALAMA A.Ş.,Other,PASS,1507,73598638.36222339
VAKKO.IS,VAKKO TEKSTİL VE HAZIR GİYİM SANAYİ İŞLETMELERİ A.Ş.,Other,PASS,1502,26265819.161583424
VANGD.IS,VANET GIDA SANAYİ İÇ VE DIŞ TİCARET A.Ş.,Other,PASS,1502,8645415.445189476
VBTYZ.IS,VBT YAZILIM A.Ş.,Other,PASS,1272,37323333.41506004
VERTU.IS,VERUSATURK GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1502,27596080.300602913
VERUS.IS,VERUSA HOLDİNG A.Ş.,Other,PASS,1502,26514334.482465744
VESBE.IS,VESTEL BEYAZ EŞYA SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,70223964.8061943
VESTL.IS,VESTEL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,212264143.7409401
VKFYO.IS,VAKIF MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1502,7352100.748860359
VKGYO.IS,VAKIF GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1508,74149222.49096012
VKING.IS,VİKİNG KAĞIT VE SELÜLOZ A.Ş.,Other,PASS,1502,7092251.069635391
YAPRK.IS,YAPRAK SÜT VE BESİ ÇİFTLİKLERİ SANAYİ VE TİCARET A.Ş.,Other,PASS,1503,26087865.154506683
YATAS.IS,YATAŞ YATAK VE YORGAN SANAYİ TİCARET A.Ş.,Other,PASS,1502,35578979.60549641
YAYLA.IS,YAYLA ENERJİ ÜRETİM TURİZM VE İNŞAAT TİCARET A.Ş.,Other,PASS,1502,20540198.94456458
YBTAS.IS,YİBİTAŞ YOZGAT İŞÇİ BİRLİĞİ İNŞAAT MALZEMELERİ TİCARET VE SANAYİ A.Ş.,Other,PASS,1503,1151839.9658203125
YEOTK.IS,YEO TEKNOLOJİ ENERJİ VE ENDÜSTRİ A.Ş.,Other,PASS,1245,218269058.76358032
YESIL.IS,YEŞİL YATIRIM HOLDİNG A.Ş.,Other,PASS,1502,33218279.08111286
YGGYO.IS,YENİ GİMAT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1502,4455920.197899342
YKBNK.IS,YAPI VE KREDİ BANKASI A.Ş.,Other,PASS,1502,3025929205.8022647
YKSLN.IS,YÜKSELEN ÇELİK A.Ş.,Other,PASS,1503,20574733.48970127
YONGA.IS,YONGA MOBİLYA SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,843504.8445310593
YUNSA.IS,YÜNSA YÜNLÜ SANAYİ VE TİCARET A.Ş.,Other,PASS,1503,30293555.334109068
YYAPI.IS,YEŞİL YAPI ENDÜSTRİSİ A.Ş.,Other,PASS,1503,39959683.65511197
YYLGD.IS,YAYLA AGRO GIDA SANAYİ VE TİCARET A.Ş.,Other,PASS,1059,93319912.1070919
ZEDUR.IS,ZEDUR ENERJİ ELEKTRİK ÜRETİM A.Ş.,Other,PASS,1503,9789259.279875755
ZOREN.IS,ZORLU ENERJİ ELEKTRİK ÜRETİM A.Ş.,Other,PASS,1502,226748495.36201537
ZRGYO.IS,ZİRAAT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1316,27454095.773591876
